"[2312, 10112, 10010, 3233]","[2301, 10033, 3333, 3222]","[2231, 10030, 3322, 3201]","[2220, 10020, 3310, 3123]","[2202, 10010, 3232, 3112]","[2131, 3333, 3213, 3102]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2312, 10113, 10002, 3300]","[2233, 10101, 3332, 3223]","[2230, 10031, 3320, 3203]","[2212, 10022, 3303, 3130]","[2201, 10012, 3231, 3112]","[2131, 3333, 3213, 3102]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2312, 10130, 3330, 3301]","[2301, 10113, 3321, 3221]","[2232, 10100, 3310, 3203]","[2220, 10030, 3233, 3131]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2313, 10112, 10001, 3301]","[2301, 10032, 3332, 3230]","[2230, 10023, 3321, 3210]","[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]","[2132, 3332, 3221, 3100]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2313, 10113, 10002, 3233]","[2302, 10101, 3332, 3220]","[2231, 10031, 3320, 3202]","[2220, 10021, 3302, 3130]","[2202, 10011, 3230, 3113]","[2131, 3333, 3213, 3102]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2321, 10110, 10002, 3300]","[2301, 10032, 3332, 3230]","[2230, 10023, 3321, 3210]","[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]","[2132, 3332, 3221, 3100]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2321, 10112, 10001, 3233]","[2310, 10033, 3330, 3222]","[2233, 10030, 3313, 3202]","[2222, 10021, 3302, 3122]","[2212, 10011, 3221, 3112]","[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]","[2131, 3312, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2321, 10132, 3323, 3231]","[2313, 10121, 3311, 3211]","[2311, 10100, 3301, 3133]","[2300, 10021, 3233, 3120]","[2222, 10011, 3222, 3102]","[2212, 10000, 3201, 3033]","[2133, 3330, 3130, 3022]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2322, 10110, 10002, 3233]","[2310, 10033, 3330, 3222]","[2233, 10030, 3313, 3202]","[2222, 10021, 3302, 3122]","[2212, 10011, 3221, 3112]","[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]","[2131, 3312, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2322, 10111, 10000, 3300]","[2302, 10033, 3330, 3230]","[2230, 10031, 3320, 3203]","[2212, 10022, 3303, 3130]","[2201, 10012, 3231, 3112]","[2131, 3333, 3213, 3102]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2322, 10112, 10001, 3232]","[2311, 10100, 3322, 3222]","[2301, 10023, 3303, 3211]","[2230, 10012, 3233, 3132]","[2220, 10002, 3221, 3113]","[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]","[2131, 3312, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2323, 10103, 10001, 3300]","[2303, 10032, 3332, 3222]","[2233, 10030, 3313, 3202]","[2222, 10021, 3302, 3122]","[2212, 10011, 3221, 3112]","[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]","[2131, 3312, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2331, 10131, 3313, 3232]","[2323, 10113, 3303, 3211]","[2320, 10101, 3233, 3131]","[2310, 10023, 3223, 3112]","[2300, 10012, 3211, 3100]","[2221, 10000, 3201, 3030]","[2201, 3330, 3130, 3020]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2332, 10131, 3322, 3222]","[2330, 10121, 3302, 3203]","[2313, 10111, 3231, 3130]","[2310, 10031, 3222, 3111]","[2300, 10012, 3211, 3100]","[2221, 10000, 3201, 3030]","[2201, 3330, 3130, 3020]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3000, 10122, 3322, 3223]","[2323, 10113, 3303, 3211]","[2320, 10101, 3233, 3131]","[2310, 10023, 3223, 3112]","[2300, 10012, 3211, 3100]","[2221, 10000, 3201, 3030]","[2201, 3330, 3130, 3020]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3000, 10131, 3322, 3220]","[2322, 10121, 3311, 3202]","[2313, 10103, 3232, 3131]","[2310, 10031, 3222, 3111]","[2300, 10012, 3211, 3100]","[2221, 10000, 3201, 3030]","[2201, 3330, 3130, 3020]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
